investigating_agency,roadway_number,building_number,roadway_name,roadway_suffix,roadway_direction,milepoint,intersection_roadway_number,intersection_roadway_name,between_street_number_1,between_street_name_1,between_street_number_2,between_street_name_2,units_involved,motor_vehicles_involved,weather,roadway_condition,hit_and_run_indicator,roadway_type,directional_analysis,manner_of_collision,roadway_character,light_condition,secondary_collision_indicator,date,latitude,longitude,injury_indicator,fatality_indicator,day_of_week
LOUISVILLE METRO POLICE DEPT,,,BROADWAY,,W,0.363,,26TH,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-08 06:59:00-05:00,38.2494484,-85.7948788,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031,,MAIN,ST,,,,PRESTON,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-08 14:57:00-05:00,38.253333333,-85.740666667,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0060A,,7TH STREET,RD,,0.481,,,,,,,2,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-10 07:40:00-05:00,38.1962723,-85.8008298,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,BROADWAY,,W,0.506,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-10 15:50:00-05:00,38.2495518,-85.7974962,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,LINDELL,AVE,,0.008,,BROADWAY,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-13 13:08:00-05:00,38.2501458,-85.8122386,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,MAIN,ST,E,17.326,KY0061,JACKSON,,,,,2,1,CLOUDY,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-11-13 18:56:00-05:00,38.2552455,-85.743516,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,MONTGOMERY,ST,,,,25TH,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-14 15:30:00-05:00,38.27195,-85.788166667,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,LIBERTY,ST,E,0.409,,,KY0061  ,PRESTON,KY0061,JACKSON,2,1,RAINING,WET,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-15 13:42:00-05:00,38.2516617,-85.745072,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0060,,LEXINGTON,RD,,10.55,,WALLACE,,,,,2,1,CLOUDY,DRY,False,FEDERAL,COLLISION WITH BICYCLE,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-19 16:30:00-05:00,38.251633333,-85.6547,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,GARFIELD,AVE,,0.634,,,,,,,2,1,CLOUDY,WET,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-20 13:30:00-05:00,38.2684021,-85.8110417,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,LOWER RIVER,RD,,,,JOHNSONTOWN,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-11-24 00:51:00-05:00,38.1097,-85.889566667,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BUECHEL,BYP,,11.019,,,KY2251  ,BARDSTOWN,,HIKES,2,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-24 16:50:00-05:00,38.1987968,-85.6614391,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,4TH,ST,S,1.343,,ST CATHERINE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-08 00:00:00-05:00,38.2373318,-85.7598697,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,2ND,ST,S,11.69,,,,KENTUCKY,,BRECKINRIDGE,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-08 11:59:00-05:00,38.239941,-85.7561199,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,DOUGLASS,BLVD,,0.418,,,,BOULEVARD NAPOLEON,,SEWANEE,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2011-12-08 18:28:00-05:00,38.2234387,-85.6962597,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,3RD,ST,,,,FLORENCE,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-09 16:00:00-05:00,38.191066667,-85.765016667,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,US0060,,FRANKFORT,AVE,,,,BLACKBURN,,,,,2,1,CLOUDY,DRY,True,FEDERAL,COLLISION WITH BICYCLE,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-12-10 18:40:00-05:00,38.252516667,-85.671816667,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY1703,,BAXTER,AVE,,5.326,,LUCIA,,,,,2,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-13 11:20:00-05:00,38.2358005,-85.7208108,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY0864,4901,POPLAR LEVEL,RD,,9.2,,,,,,,2,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,False,2011-12-16 10:00:00-05:00,38.1714031,-85.6847229,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,BRECKINRIDGE,ST,E,0.429,,VINE,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-20 00:00:00-05:00,38.23942,-85.732906,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,HELCK,AVE,,0.0,,,,,,,2,1,RAINING,WET,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-27 14:04:00-05:00,38.1772158,-85.7088083,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY0155,,TAYLORSVILLE,RD,,15.32,,CARSON,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-29 10:20:00-05:00,38.2224294,-85.6623395,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,MINOR,LN,,0.478,,,,EDLIN,,ZIB,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-01-05 19:08:00-05:00,38.1284087,-85.7112429,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,41ST,ST,N,0.398,,DUNCAN,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-01-06 17:01:00-05:00,38.2663042,-85.8156794,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,KY0841,,,,,0.258,KY1865,NEW CUT,,,,,3,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,False,2012-01-10 19:36:00-05:00,38.1193407,-85.7772031,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,MUD,LN,,0.012,KY0061,PRESTON,,,,,2,1,SNOWING,DRY,True,COUNTY ROAD,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,False,2012-01-13 14:08:00-05:00,38.0928635,-85.6693706,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,KY0907,,SOUTHSIDE,DR,,6.375,KY1865,NEW CUT,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-01-20 10:00:00-05:00,38.1463129,-85.774281,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,FLOYD,ST,S,1.489,,OAK,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-01-25 00:00:00-05:00,38.2342799,-85.7516731,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,BEECHER,ST,,0.332,,WARREN,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,False,2012-01-30 23:10:00-05:00,38.1917632,-85.7771726,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,4TH,ST,S,2.302,,LEE,,,,,2,1,SNOWING,WET,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-02-08 06:37:00-05:00,38.2235666,-85.762372,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY0907,,3RD,ST,,,,MARKET,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,False,2012-02-16 07:42:00-05:00,38.25495,-85.7551,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,US0060,,FRANKFORT,AVE,,3.46,US0060A,LEXINGTON,,,,,2,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2012-02-18 10:05:00-05:00,38.2530212,-85.6570943,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,5TH,ST,S,1.295,,KENTON,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-02-18 11:02:00-05:00,38.1981358,-85.7684375,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,DIXIE,HWY,,8.787,,ALANADALE,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,False,2012-02-26 21:06:00-05:00,38.1096068,-85.8654169,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,8412,WATTERSON,TRL,,1.327,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2012-02-27 13:56:00-05:00,38.1839537,-85.6021637,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,PRESTON,HWY,,4.933,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2012-03-02 22:05:00-05:00,38.1514685,-85.693968,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,SCENIC,LOOP,,1.858,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2012-03-03 16:00:00-05:00,38.2409676,-85.6968391,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,HILL,ST,W,0.094,,,,,,,3,2,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-06 17:13:00-05:00,38.2256451,-85.7586431,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY1447,,WESTPORT,RD,,4.93,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,False,2012-03-07 06:07:00-05:00,38.2860264,-85.5777642,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,BROADWAY,,W,0.401,,,,,,,2,1,RAINING,WET,False,NONE OF THE ABOVE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-08 12:03:00-05:00,38.2494775,-85.7955668,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,OAK,ST,E,0.528,,HANCOCK,,,,,2,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-03-09 20:34:00-05:00,38.2341435,-85.7457715,True,False,FRIDAY
SHIVELY POLICE DEPARTMENT,US0031W,,DIXIE,HWY,,15.719,,NOBEL,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2012-03-13 18:54:00-04:00,38.1969718,-85.8048366,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0150,,BROADWAY,,E,3.567,,,,BRENT,KY0864,CAMPBELL,2,1,CLOUDY,WET,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-16 08:50:00-04:00,38.2444627,-85.7365801,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,US0031,,DIXIE,HWY,,,,,,STANDARD,,WOODLAND,2,1,CLOUDY,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,ANGLE,STRAIGHT & GRADE,DAYLIGHT,False,2012-03-16 11:40:00-04:00,38.230983333,-85.789416667,True,False,FRIDAY
INDIAN HILLS POLICE DEPARTMENT,,,BLANKENBAKER,LN,,0.323,,APACHE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-16 15:30:00-04:00,38.2781829,-85.6485848,True,False,FRIDAY
SHIVELY POLICE DEPARTMENT,US0031W,,DIXIE,HWY,,15.352,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-19 18:38:00-04:00,38.1921808,-85.8079622,True,False,MONDAY
ST. MATTHEWS POLICE DEPARTMENT,KY1932,,CHENOWETH,LN,,6.103,,LELAND,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2012-03-21 16:55:00-04:00,38.2598627,-85.6611451,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,NAOMI,DR,,0.204,,,,NORENE,,LULA,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-03-24 20:55:00-04:00,38.1644236,-85.6838494,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,US0150,,BROADWAY,,E,2.899,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-26 09:00:00-04:00,38.2453637,-85.7487457,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,US0150,,BROADWAY,,W,2.383,,4TH,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-03-28 11:35:00-04:00,38.2460774,-85.7583687,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,ALTA VISTA,RD,,0.309,,,,MAPLE,,BEALS BRANCH,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,False,2012-04-03 16:07:00-04:00,38.2409979,-85.6874386,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,2ND,ST,S,22.123,,,US0031E ,MAIN,US0031E,MARKET,2,1,RAINING,WET,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-04-05 00:05:00-04:00,38.2561125,-85.7532983,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,HASKIN,AVE,,0.0,KY1865,TAYLOR,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-05 19:00:00-04:00,38.1725341,-85.7819755,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,6TH,ST,S,0.742,US0150,BROADWAY,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-06 10:00:00-04:00,38.2463243,-85.7617167,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,BARRET HILL,RD,,0.559,,PARK BOUNDARY,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2012-04-07 16:00:00-04:00,38.2373022,-85.6901282,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY1631,,CRITTENDEN,DR,,0.421,,HURON,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-12 06:55:00-04:00,38.1940132,-85.7509267,True,False,THURSDAY
JEFFERSONTOWN POLICE DEPT,KY0155,,TAYLORSVILLE,RD,,9.855,,GRAND,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,False,2012-04-13 13:58:00-04:00,38.1998912,-85.5713871,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,BROADWAY,,W,0.742,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-17 13:49:00-04:00,38.2497015,-85.8018214,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,BROOK,ST,S,2.787,,BRECKINRIDGE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-22 16:20:00-04:00,38.241315,-85.752539,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,US0060,,FRANKFORT,AVE,,1.91,,KENNEDY,,,,,2,1,CLOUDY,DRY,False,,COLLISION WITH BICYCLE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-24 17:35:00-04:00,38.201666667,-85.536666667,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,STRADER,AVE,,0.023,KY1865,TAYLOR,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-04-26 18:50:00-04:00,38.1911295,-85.7837235,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,17TH,ST,S,0.555,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,True,2012-05-01 18:34:00-04:00,38.2497055,-85.779737,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,INVERNESS,AVE,,0.006,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-03 16:15:00-04:00,38.1670298,-85.7648886,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,PRESTON,HWY,,6.56,,LORETTA,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-03 17:46:00-04:00,38.171236,-85.7091755,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,ROY WILKINS,AVE,,0.537,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-04 10:09:00-04:00,38.2498525,-85.7659933,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,CENTRAL,AVE,,1.028,US0060A,TAYLOR,,,,,2,1,CLOUDY,DRY,True,NONE OF THE ABOVE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-05-05 23:00:00-04:00,38.2063312,-85.7762696,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,WINDSOR,PL,,12.53,,,,MOSSROSE,,BELLWOOD,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DUSK,False,2012-05-07 20:14:00-04:00,38.23285,-85.716033333,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,KIRBY,AVE,,0.062,,34TH,,,,,2,1,RAINING,WET,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-05-07 22:30:00-04:00,38.236373,-85.8106657,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,DUNCAN,ST,,0.897,,26TH,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-10 16:37:00-04:00,38.2633986,-85.7932794,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,THEILER,LN,,0.134,,NEW MAPLE,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-12 15:15:00-04:00,38.1147215,-85.6464066,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,US0031,2100,DIXIE,HWY,,,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-14 16:15:00-04:00,38.2452,-85.795366667,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,KY1931,,MANSLICK,RD,,8.441,,CONN,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2012-05-14 17:40:00-04:00,38.1959538,-85.79908,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,3600,DUMESNIL,ST,,0.258,,,,,,,2,1,OTHER,DRY,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2012-05-23 05:00:00-04:00,38.2381448,-85.8154649,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,CARDINAL,BLVD,W,0.235,,,KY1020  ,3RD,,4TH,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-23 12:00:00-04:00,38.220703,-85.7621563,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,MARKET,ST,W,21.208,,,,11TH,,CHAPEL,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-27 00:00:00-04:00,38.2564806,-85.7680489,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,KY1865,,TAYLOR,BLVD,,6.062,,CARLISLE,,,,,2,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-27 17:51:00-04:00,38.1943381,-85.7831716,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,LONG RUN PARK,RD,,0.659,,,,,,,2,1,CLOUDY,DRY,False,NONE OF THE ABOVE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,False,2012-05-29 19:22:00-04:00,38.2653868,-85.4143887,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,BROOK,ST,S,3.433,,MUHAMMAD ALI,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-31 15:32:00-04:00,38.2505292,-85.7516033,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,WASHBURN,AVE,,0.652,,CENTRAL,,,,,2,1,RAINING,WET,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-05-31 19:02:00-04:00,38.2620923,-85.6185718,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,BROADWAY,,W,0.549,,28TH,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-06-05 13:00:00-04:00,38.249566,-85.7982802,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,7TH,ST,S,2.024,US0150,BROADWAY,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-06-06 11:51:00-04:00,38.2464772,-85.7633332,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,32ND,ST,S,1.035,,GRAND,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2012-06-07 12:05:00-04:00,38.2416023,-85.8064504,True,False,THURSDAY
